aik+uyak+,ᐊᐃᖅᑯᔭᖅ,nominal root, "small red squirmer"
air~ak+,ᐊᐃᕋᖅ,nominal root, "small plant with white edible roots"
aitaak+,ᐊᐃᑦᑖᖅ,intransitive verb root, "to regret politely about s.t.; to regret politely about s.t. (-mik); to regret politely about it"
aitak+,ᐊᐃᑦᑕᖅ,intransitive verb root, "to open one's mouth"
aiva,ᐊᐃᕙ,intransitive verb root, "to argue,  to have an altercation with one another"
aivik+,ᐊᐃᕕᖅ,nominal root, "walrus"
ayagak+,ᐊᔭᒐᖅ,nominal root, "bone with holes used as target in 'cup-and-ball' game"
ayagak+,ᐊᔭᒐᖅ,intransitive verb root, "to play traditional game of 'cup-and-ball'"
ayait,ᐊᔭᐃᑦ,, ""
ayak,ᐊᔭᒃ,nominal root, "maternal aunt"
ayak,ᐊᔭᒃ,intransitive verb root, "to push,  to shove; to push,  to shove s.t. (-mik); to push,  to shove it"
ayanik+,ᐊᔭᓂᖅ,nominal root, "space between the two sled runners"
ayar~aak+,ᐊᔭᕌᖅ,nominal root, "string used in forming string figures"
ayar~aak+,ᐊᔭᕌᖅ,intransitive verb root, "to make string figures"
ayaa,ᐊᔾᔮ,, ""
ayi,ᐊᔾᔨ,nominal root, "(1) likeness (2) synonym"
ayuak+,ᐊᔪᐊᖅ,nominal root, "abcess"
ayuak+,ᐊᔪᐊᖅ,intransitive verb root, "to abscess"
ayuk+,ᐊᔪᖅ,intransitive verb root, "1. to be unable to or incapable of doing s.t.; 2. to not work,  to be out of order; 1. to be unable to or incapable of doing s.t. (-mik); 1. to be unable to or incapable of doing it"
ayuk+ik+,ᐊᔪᕿᖅ,transitive verb root, "to teach or instruct him/her one thing one time; to teach or instruct s.o.  (-mik) one thing one time; to be taught or be instructed one thing one time"
akl+a,ᐊᒃᖤ,nominal root, "brown bear"
akl+a,ᐊᒃᖤ,nominal root, "Cree Indian"
akl+u,ᐊᒃᖢ,intransitive verb root, "to be poor"
akl+unaak+,ᐊᒃᖢᓈᖅ,nominal root, "sealskin line"
akau,ᐊᑲᐅ,intransitive verb root, "to be good"
aki,ᐊᑭ,nominal root, "(1) exchange value"
aki,ᐊᑭ,intransitive verb root, "to answer back"
akinak+,ᐊᑭᓐᓇᖅ,nominal root, "the south-west"
akir~uk+,ᐊᑭᕈᖅ,nominal root, "wood knot"
akisik+,ᐊᑭᓯᖅ,nominal root, "pillow"
akak,ᐊᒃᑲᒃ,nominal root, "paternal uncle"
akpa,ᐊᒃᐸ,nominal root, "murre"
akpak+,ᐊᒃᐸᖅ,transitive verb root, "to bring it down; to bring s.t.  (-mik) down; to bring itself down; to be brought down"
aksak+uk+,ᐊᒃᓴᖅᑯᖅ,nominal root, "upper arm"
aksuk+,ᐊᒃᓱᖅ,nominal root, "effort"
aktak+,ᐊᒃᑕᖅ,intransitive verb root, "to throw out the garbage"
akti,ᐊᒃᑎ,intransitive verb root, "to be large in size"
aktit,ᐊᒃᑎᑦ,intransitive verb root, "to break up the ice at one's mouth by flowing in the spring,  speaking of a river"
aktuk+,ᐊᒃᑐᖅ,nominal root, "sea animal large of its kind"
aktuk+,ᐊᒃᑐᖅ,transitive verb root, "to touch it; to touch s.t.  (-mik); to touch itself; to be touched"
aku,ᐊᑯ,nominal root, "that in the middle of s.t."
akui,ᐊᑯᐃ,intransitive verb root, "to fetch caribou from cache"
akuk,ᐊᑯᒃ,transitive verb root, "to mix or stir it up; to mix or stir s.t.  (-mik) up; to be mixed or be stirred up"
akunat,ᐊᑯᓇᑦ,intransitive verb root, "to be blowing hard at sea,  speaking of the wind"
akuk+,ᐊᑯᖅ,nominal root, "back flap of Eskimo tunic"
akuk+,ᐊᑯᖅ,transitive verb root, "to catch it; to catch s.t.  (-mik); to be caught"
akuk+,ᐊᑯᖅ,nominal root, "seal's thigh"
ala,ᐊᓚ,nominal root, "boot over-sole"
alanik+,ᐊᓚᓂᖅ,nominal root, "shade side or side away from the sun"
alak+,ᐊᓚᖅ,intransitive verb root, "to turn one's eyes away; to turn one's eyes away from s.t. (-mik); to turn one's eyes away from it"
alia,ᐊᓕᐊ,intransitive verb root, "to be afraid"
aliguk+,ᐊᓕᒍᖅ,nominal root, "glass"
alik,ᐊᓕᒃ,transitive verb root, ""
alik+,ᐊᓕᖅ,nominal root, "harpoon line for whales and walrus"
alik+ak+,ᐊᓕᖃᖅ,nominal root, "elder sister of a man"
alir~ti,ᐊᓕᕐᑎ,nominal root, "sock"
alak,ᐊᓪᓚᒃ,intransitive verb root, "to write or draw; to write or draw s.t. (-mik); to write or draw it"
alak+,ᐊᓪᓚᖅ,intransitive verb root, "to be clear,  speaking of the sky"
aliak+,ᐊᓪᓕᐊᖅ,nominal root, "lower bedding skin"
alik+,ᐊᓪᓕᖅ,nominal root, "the bottom one"
aluk,ᐊᓗᒃ,intransitive verb root, "to spoon s.t. into one's mouth; to spoon s.t. (-mik)  into one's mouth; to spoon it  into one's mouth"
aluk+,ᐊᓗᖅ,nominal root, "sole of foot"
aluk+,ᐊᓗᖅ,nominal root, "bottom of sled runner"
amaama,ᐊᒫᒪ,nominal root, "milk of the female breast"
amak+,ᐊᒪᖅ,nominal root, "baby carried in parka hood"
amar~uk+,ᐊᒪᕈᖅ,nominal root, "arctic wolf"
amauyak+,ᐊᒪᐅᔭᖅ,nominal root, "dorsal fin of fish"
amauligak+,ᐊᒪᐅᓕᒐᖅ,nominal root, "snow bunting"
amaulik,ᐊᒪᐅᓕᒃ,nominal root, "male of common eider duck"
amauk+,ᐊᒪᐅᖅ,nominal root, "great grandfather"
amiaku,ᐊᒥᐊᒃᑯ,nominal root, "remainder"
amilir~ak+,ᐊᒥᓕᕋᖅ,nominal root, "radius or narrowest forearm bone"
amik+,ᐊᒥᖅ,nominal root, "skin (human or animal)"
amik+,ᐊᒥᖅ,transitive verb root, "to cover it with skin; to cover s.t.  (-mik) with skin; to cover itself with skin; to be covered with skin"
amik+aak+,ᐊᒥᖅᑳᖅ,intransitive verb root, "to take turns at using the same article or thing"
amir~lak,ᐊᒥᕐᓚᒃ,nominal root, "lemming in white winter coat"
amisu,ᐊᒥᓱ,nominal root, "concept of plural: many things,  persons..."
amit,ᐊᒥᑦ,intransitive verb root, "to be narrow"
ama,ᐊᒻᒪ,, ""
amut,ᐊᒻᒧᑦ,, ""
anaana,ᐊᓈᓇ,nominal root, "mother"
anak+,ᐊᓇᖅ,nominal root, "shit"
anak+,ᐊᓇᖅ,intransitive verb root, "to shit"
anau,ᐊᓇᐅ,transitive verb root, "to hit or beat it with a stick; to hit or beat s.t.  (-mik) with a stick; to hit or beat itself with a stick; to be hit or be beat with a stick"
aqayu,ᐊᖓᔪ,nominal root, "elder brother of a man"
aqakuk+,ᐊᖓᒃᑯᖅ,nominal root, "shaman"
aqaluk,ᐊᖓᓗᒃ,nominal root, "shaman's belt"
aqasak+,ᐊᖓᓴᖅ,nominal root, "cross fox"
aqi,ᐊᖏ,intransitive verb root, "to be big"
aqik+,ᐊᖏᖅ,intransitive verb root, "to say yes"
aqik+ak+,ᐊᖏᖅᑲᖅ,nominal root, "home"
aqik+ak+,ᐊᖏᖅᑲᖅ,intransitive verb root, "to arrive home"
aqmaak,ᐊᖕᒫᒃ,nominal root, "flint"
aqmaluk+,ᐊᖕᒪᓗᖅ,intransitive verb root, "to be round,  circular,  oval"
aqmak+,ᐊᖕᒪᖅ,intransitive verb root, "to be punctured or ripped"
aqmak+uk+,ᐊᖕᒪᖅᑯᖅ,intransitive verb root, "to travel with the wind on one's side"
aqu,ᐊᖑ,transitive verb root, "1. to overtake and kill it (an animal or quarry); 2. to catch up with him/her or it; 1. to overtake and kill s.t.  (-mik) (an animal or quarry); 2. to catch up with s.o. or s.t.  (-mik); 1. to be overtaken and be killed (an animal or quarry); 2. to be caught up with"
aqua,ᐊᖑᐊ,intransitive verb root, "to propel oneself through the water with one's arms"
aqula,ᐊᖑᓚ,intransitive verb root, "to chew s.t. in order to soften it; to chew s.t. (-mik)  in order to soften it; to chew it  in order to soften it"
aquk+,ᐊᖑᖅ,intransitive verb root, "to pronounce a word"
aqut,ᐊᖑᑦ,nominal root, "man"
aqutir~i,ᐊᖑᑎᕆ,intransitive verb root, "to object"
aquuk+,ᐊᖒᖅ,intransitive verb root, "to relieve oneself in one's pants"
ani,ᐊᓂ,nominal root, "brother of a woman"
ani,ᐊᓂ,intransitive verb root, "to go out"
anik+,ᐊᓂᖅ,intransitive verb root, "to breath"
anir~ta,ᐊᓂᕐᑕ,, ""
aniuk,ᐊᓂᐅᒃ,nominal root, "snow used for drinking water"
anak,ᐊᓐᓇᒃ,intransitive verb root, "to get away,  speaking of an animal or quarry"
aqak,ᐊᙵᒃ,nominal root, "maternal uncle"
aqik,ᐊᙱᒃ,intransitive verb root, "to deceive,  to keep in the dark"
aqiuyak+,ᐊᙱᐅᔭᖅ,nominal root, "head of a nail,  bolt,  or screw"
anik+,ᐊᓐᓂᖅ,intransitive verb root, ""
anur~aak+,ᐊᓐᓄᕌᖅ,nominal root, "piece of clothing"
anur~aak+,ᐊᓐᓄᕌᖅ,transitive verb root, "to dress him/her; to dress s.o.  (-mik); to dress oneself; to be dressed"
anuk,ᐊᓄᒃ,nominal root, "dog harness"
anuk,ᐊᓄᒃ,transitive verb root, "to harness it (an animal); to harness s.t.  (-mik) (an animal); to harness (an animal)"
anur~i,ᐊᓄᕆ,nominal root, "wind"
anur~i,ᐊᓄᕆ,intransitive verb root, "to blow,  speaking of the wind"
anut,ᐊᓄᑦ,intransitive verb root, "to be solemn"
apa,ᐊᐸ,nominal root, "hooded seal"
apaapa,ᐊᐹᐸ,nominal root, "food"
api,ᐊᐱ,intransitive verb root, "to be covered with snow"
apik+,ᐊᐱᖅ,transitive verb root, "to ask him/her a question; to ask s.o.  (-mik) a question; to ask oneself a question; to be asked a question"
apk+ut,ᐊᑉᖁᑦ,nominal root, "path"
apsak+,ᐊᑉᓴᖅ,intransitive verb root, "to thud"
aptik+,ᐊᑉᑎᖅ,transitive verb root, "to scatter or strew it about; to scatter or strew s.t.  (-mik) about; to scatter or strew itself about; to be scattered or be strewed about"
apuk+,ᐊᐳᖅ,transitive verb root, "to meet with it; to meet with s.t.  (-mik); to meet with"
aput,ᐊᐳᑦ,nominal root, "snow"
ak+agu,ᐊᖃᒍ,, ""
ak+ak+,ᐊᖃᖅ,intransitive verb root, "to dandle or play with baby on one's knee"
ak+i,ᐊᕿ,transitive verb root, "to kick it; to kick s.t.  (-mik); to kick itself; to be kicked"
ak+iamuk,ᐊᕿᐊᒧᒃ,nominal root, "fish belly"
ak+iar~uk+,ᐊᕿᐊᕈᖅ,nominal root, "stomach"
ak+igik+,ᐊᕿᒡᒋᖅ,nominal root, "rock ptarmigan"
ak+ik+uk+,ᐊᕿᖅᑯᖅ,nominal root, "lead point of bullet"
ak+it,ᐊᕿᑦ,intransitive verb root, "to be soft or mushy in texture"
ak+ak+,ᐊᖅᑲᖅ,transitive verb root, "to take it down out of sight; to take s.t.  (-mik) down out of sight; to be taken down out of sight"
ak+u,ᐊᖁ,nominal root, "stern of boat"
ak+ut,ᐊᖁᑦ,intransitive verb root, "to steer  a boat ); to steer  s.t. (a boat (-mik); to steer  it (a boat )"
ar~iu,ᐊᕆᐅ,intransitive verb root, "to be rejected by a loved one"
ar~yak+,ᐊᕐᔭᖅ,nominal root, "gunpowder"
ar~yak+,ᐊᕐᔭᖅ,transitive verb root, "to carry it in the arms; to carry s.t.  (-mik) in the arms; to be carried in the arms"
ar~nak+,ᐊᕐᓇᖅ,nominal root, "woman"
ar~qili,ᐊᕐᖏᓕ,intransitive verb root, "to be hit in the midriff"
ar~quak+,ᐊᕐᖑᐊᖅ,nominal root, "amulet"
ar~pak,ᐊᕐᐸᒃ,intransitive verb root, "to run"
ar~pik,ᐊᕐᐱᒃ,nominal root, "arctic raspberry"
ar~aagu,ᐊᕐᕌᒍ,nominal root, "the next year"
ar~aani,ᐊᕐᕌᓂ,nominal root, "the past year"
ar~aak+,ᐊᕐᕌᖅ,nominal root, "afterbirth"
ar~saak+,ᐊᕐᓵᖅ,transitive verb root, "to snatch it; to snatch s.t.  (-mik); to be snatched"
ar~sak+,ᐊᕐᓴᖅ,nominal root, "football"
ar~sak+,ᐊᕐᓴᖅ,intransitive verb root, "to play football"
ar~si,ᐊᕐᓯ,intransitive verb root, "to be prosperous"
ar~tuk+,ᐊᕐᑐᖅ,nominal root, "bird too fat to fly"
ar~vakut,ᐊᕐᕙᒃᑯᑦ,, ""
ar~vak+,ᐊᕐᕙᖅ,nominal root, "extreme curved end of snow-knife handle"
ar~vinilit,ᐊᕐᕕᓂᓕᑦ,nominal root, "six"
ar~viniqat,ᐊᕐᕕᓂᙵᑦ,nominal root, "the sixth one"
ar~vik+,ᐊᕐᕕᖅ,nominal root, "right or Greenland whale"
asi,ᐊᓯ,nominal root, "the other one"
asiu,ᐊᓯᐅ,intransitive verb root, "to be mislaid or temporarily lost"
asivak+,ᐊᓯᕙᖅ,intransitive verb root, "to go out on the land for hunting"
asak,ᐊᔅᓴᒃ,nominal root, "paternal aunt"
asinik+,ᐊᔅᓯᓂᖅ,nominal root, "seam across shoulder of atigi"
asuk,ᐊᔅᓱᒃ,, ""
asuqik+,ᐊᔅᓱᖏᖅ,transitive verb root, "to fasten or tie it firmly; to fasten or tie s.t.  (-mik) firmly; to fasten or tie itself firmly; to be fastened or be tied firmly"
asu,ᐊᓱ,, ""
ata,ᐊᑕ,, ""
ata,ᐊᑕ,nominal root, "bottom"
ataata,ᐊᑖᑕ,nominal root, "father"
atailitak+,ᐊᑕᐃᓕᑕᖅ,nominal root, "woman's dress"
atayumik,ᐊᑕᔪᒥᒃ,, ""
ataqik+,ᐊᑕᖏᖅ,transitive verb root, "to do,  get it completely,  all of them; to do,  get s.t.  (-mik) completely,  all of them; to be done,  be gotten completely,  all of them"
atanik+,ᐊᑕᓂᖅ,nominal root, "chief"
atataak,ᐊᑕᑖᒃ,, ""
atausik+,ᐊᑕᐅᓯᖅ,nominal root, "one"
ati,ᐊᑎ,intransitive verb root, "to put  a garment ) on; to put  s.t. (a garment (-mik); to put  it (a garment ) on"
atigi,ᐊᑎᒋ,nominal root, "inside caribou tunic (with fur inside)"
atii,ᐊᑏ,, ""
atik+,ᐊᑎᖅ,nominal root, "name"
atik+,ᐊᑎᖅ,intransitive verb root, "to leave for the coast,  speaking of the caribou"
atir~ak+,ᐊᑎᕋᖅ,intransitive verb root, "to jump  ); to jump over  or across s.t. (river,  pond,  etc. (-mik); to jump over  or across it (river,  pond,  etc. )"
atir~tak+,ᐊᑎᕐᑕᖅ,nominal root, "polar-bear cub"
atatit,ᐊᑦᑕᑎᑦ,nominal root, "hinge"
atik,ᐊᑦᑎᒃ,intransitive verb root, "to be low (in relative position,  not in height)"
atik+,ᐊᑦᑎᖅ,transitive verb root, "to give him/her or it a name; to give s.o. or s.t.  (-mik) a name; to give oneself or itself a name; to be given a name"
atuqak,ᐊᑐᖓᒃ,nominal root, "(squareflipper) skin sole of boot"
atunit,ᐊᑐᓂᑦ,nominal root, "each"
atuk+,ᐊᑐᖅ,transitive verb root, "to use it; to use s.t.  (-mik); to be used"
atuk+,ᐊᑐᖅ,intransitive verb root, "to be useful"
auyak+,ᐊᐅᔭᖅ,nominal root, "summer"
auk,ᐊᐅᒃ,nominal root, "blood"
auk,ᐊᐅᒃ,intransitive verb root, "1. to melt or thaw; 2. to bleed at the nose"
aukataak,ᐊᐅᑲᑖᒃ,, ""
aukanik+,ᐊᐅᒃᑲᓐᓂᖅ,intransitive verb root, "to sweat"
aula,ᐊᐅᓚ,transitive verb root, "to move it; to move s.t.  (-mik); to move itself; to be moved"
aulak+,ᐊᐅᓪᓚᖅ,intransitive verb root, "to leave"
aulu,ᐊᐅᓗ,intransitive verb root, "to concentrate"
auma,ᐊᐅᒪ,intransitive verb root, "to be alight"
aumayak,ᐊᐅᒪᔾᔭᒃ,intransitive verb root, "to sweat"
aumak,ᐊᐅᒪᒃ,, ""
aumak,ᐊᐅᒪᒃ,nominal root, "ember"
aupak+,ᐊᐅᐸᖅ,intransitive verb root, "to be red"
auk+,ᐊᐅᖅ,intransitive verb root, "to stalk an animal crawling on its belly"
aur~saak+,ᐊᐅᕐᓵᖅ,intransitive verb root, "to swoop down on s.t.; to swoop down on s.t. (-mik); to swoop down on it"
auvik+,ᐊᐅᕕᖅ,nominal root, "snow block for building an igloo"
avaalak+iak+,ᐊᕚᓚᕿᐊᖅ,nominal root, "barren-land dwarf birch"
avaak+,ᐊᕚᖅ,transitive verb root, "to stun / him/her; to stun / s.o.  (-mik); to stun / oneself; to stun /"
avaluk+,ᐊᕙᓗᖅ,intransitive verb root, "to be mad at s.o.; to be mad at s.o. (-mik); to be mad at him/her"
avata,ᐊᕙᑕ,nominal root, "the circumference,  outer rim,  contour,  outer limit of s.t."
avatak+,ᐊᕙᑕᖅ,nominal root, "inflated skin bag used as a buoy in seal-hunting"
avik,ᐊᕕᒃ,transitive verb root, "to divide or separate it; to divide or separate s.t.  (-mik); to divide or separate; to be divided or be separated"
avilur~alak,ᐊᕕᓗᕋᓪᓚᒃ,intransitive verb root, "to ring,  clang,  jangle,  give off a metallic sound"
aviqak+,ᐊᕕᙵᖅ,nominal root, "lemming"
aviu,ᐊᕕᐅ,intransitive verb root, "to hoot or shout with joy"
avu,ᐊᕗ,intransitive verb root, "to call to a mate,  speaking of the bull seal"
ibyak+,ᐃᑉᔭᖅ,intransitive verb root, "to need air"
ibyu,ᐃᑉᔪ,intransitive verb root, "to be thick"
ibyuk+,ᐃᑉᔪᖅ,nominal root, "mud"
ibyuk+,ᐃᑉᔪᖅ,intransitive verb root, "to be mudded,  speaking of a sled runner"
ibyuk+,ᐃᑉᔪᖅ,intransitive verb root, "to be fussy about s.t. or squeamish over s.t.; to be fussy about s.t. (-mik)  or squeamish over s.t.; to be fussy about it  or squeamish over s.t."
ibyur~nait,ᐃᑉᔪᕐᓇᐃᑦ,intransitive verb root, "to be a saint (of the Roman Catholic Church)"
iblauk+,ᐃᑉᓚᐅᖅ,nominal root, "animal foetus or embryo"
ibluk,ᐃᑉᓗᒃ,intransitive verb root, "to make face,  to grimace; to make face,  to grimace at s.o. (-mik); to make face,  to grimace at him/her"
ibluk,ᐃᑉᓗᒃ,intransitive verb root, "to be with slump body or arced legs"
ibvuk+,ᐃᑉᕗᖅ,nominal root, "broken floe ice"
iga,ᐃᒐ,nominal root, "cook-stove"
iga,ᐃᒐ,intransitive verb root, "to cook s.t.; to cook s.t. (-mik); to cook it"
igalaak+,ᐃᒐᓛᖅ,nominal root, "window"
igak+,ᐃᒐᖅ,intransitive verb root, "to lean one's body on or against s.t.; to lean one's body on or against s.t. (-mik); to lean one's body on or against it"
igak,ᐃᒡᒐᒃ,nominal root, "eye-glass"
igiak+,ᐃᒡᒋᐊᖅ,nominal root, "gullet"
igimak,ᐃᒋᒪᒃ,nominal root, "long walrus harpoon"
igit,ᐃᒋᑦ,transitive verb root, "to throw it out; to throw s.t.  (-mik) out; to be thrown out"
igyuk,ᐃᒡᔪᒃ,nominal root, "testicle"
igyuk+,ᐃᒡᔪᖅ,intransitive verb root, "to have coagulated"
iglak+,ᐃᒡᓚᖅ,intransitive verb root, "to laugh"
igliak+,ᐃᒡᓕᐊᖅ,nominal root, "uterus"
iglik+,ᐃᒡᓕᖅ,nominal root, "bed"
iglu,ᐃᒡᓗ,nominal root, "(1) house"
igubyak+,ᐃᒍᑉᔭᖅ,nominal root, "wool"
igumit,ᐃᒍᒥᑦ,transitive verb root, "to take it apart; to take s.t.  (-mik) apart; to take itself apart; to be taken apart"
igunak+,ᐃᒍᓇᖅ,nominal root, "rotten thing"
igunak+,ᐃᒍᓇᖅ,intransitive verb root, "to be rotten or high"
igupsak+,ᐃᒍᑉᓴᖅ,nominal root, "bee"
ii,ᐄ,, ""
ii,ᐄ,transitive verb root, "to swallow it; to swallow s.t.  (-mik); to be swallowed"
iik+,ᐄᖅ,, ""
iitit,ᐄᑎᑦ,intransitive verb root, "to be stifled or asphyxiated from gas or fumes"
iya,ᐃᔭ,nominal root, "grooving"
iyagat,ᐃᔭᒐᑦ,intransitive verb root, "to be irretrievably lost"
iyar~uvak,ᐃᔭᕈᕙᒃ,nominal root, "melting snow which has formed ice crystals in the spring"
iyar~uvak,ᐃᔭᕈᕙᒃ,nominal root, "eye-ball"
iyi,ᐃᔨ,nominal root, "eye"
iyik+,ᐃᔨᖅ,transitive verb root, "to hide it; to hide s.t.  (-mik); to hide; to be hidden"
iyait,ᐃᔾᔭᐃᑦ,intransitive verb root, "to get mild in the winter,  speaking of the weather"
iyak+,ᐃᔾᔭᖅ,nominal root, "loop on harpoon point"
iyuak+,ᐃᔾᔪᐊᖅ,intransitive verb root, "to mimic or ape s.o.; to mimic or ape s.o. (-mik); to mimic or ape him/her"
iyu,ᐃᔪ,intransitive verb root, "to be dusk or twilight"
iyukak+,ᐃᔪᒃᑲᖅ,intransitive verb root, "to fall off or tumble off some raised position"
iyuk+,ᐃᔪᖅ,intransitive verb root, "to scoff,  jeer,  laugh at s.o.; to scoff,  jeer,  laugh at s.o. (-mik); to scoff,  jeer,  laugh at him/her"
ikl+i,ᐃᒃᖠ,intransitive verb root, "to crave for s.t.; to crave for s.t. (-mik); to crave for it"
ikaak+,ᐃᑳᖅ,intransitive verb root, "to cross s.t. over; to cross s.t. (-mik)  over; to cross it  over"
ikayuk+,ᐃᑲᔪᖅ,intransitive verb root, "to help s.o.; to help s.o. (-mik); to help him/her"
ikakl+ak,ᐃᑲᒃᖤᒃ,nominal root, "large-tooth rasp file"
iki,ᐃᑭ,nominal root, "wound"
iki,ᐃᑭ,intransitive verb root, "to get on board a vehicle"
ikiak+,ᐃᑭᐊᖅ,nominal root, "in-between layer"
ikik+,ᐃᑭᖅ,nominal root, "strait"
ikik+,ᐃᑭᖅ,intransitive verb root, "to form cracks,  speaking of the ice"
ikit,ᐃᑭᑦ,transitive verb root, "1. to burn it; 2. to turn it on (a light,  a fire); 1. to burn s.t.  (-mik); 2. to turn s.t.  (-mik) on (a light,  a fire); 1. to burn; 2. to turn on (a light,  a fire); 1. to be burnt; 2. to be turned on (a light,  a fire)"
ikat,ᐃᒃᑲᑦ,intransitive verb root, "to be shallow"
ikii,ᐃᒃᑮ,nominal root, "the cold"
ikiik+,ᐃᒃᑮᖅ,intransitive verb root, "to be cold"
ikik+,ᐃᒃᑭᖅ,nominal root, "gums of the mouth"
ikit,ᐃᒃᑭᑦ,nominal root, "match (for fire or lighting)"
