u+h,ᐋᐦ,"ah
u+hu+,ᐊᐦᐋ,"ya; okay; agreed"
u+hu+,ᐋᐦᐊ,"yes; as I told you"
u+hu+m,ᐊᐦᐋᒼ,"okay then; okay already
u+hu+sis,ᐋᐦᐋᓰᐢ,"baby crow"
u+hu+si+w,ᐋᐦᐋᓯᐤ,"crow"
u+hu+si+wi+mi+nu+,ᐋᐦᐋᓯᐃᐧᒥᓇ,"juniper berries; literally: "crow berries""
u+hu+si+wi+mi+nu+hti+k,ᐋᐦᐋᓯᐃᐧᒥᓈᐦᑎᐠ,"juniper berry bush; literally: "crow-berry bush""
u+hu+w,ᐊᐦᐋᐤ,"okay; ready
u+hu+w,ᐋᐦᐋᐤ,"yes
u+htsu+hk,ᐊᐦᒐᕁ,"soul
u+htsu+hko+wu+n,ᐊᐦᒐᐦᑯᐊᐧᐣ,"it is spiritual"
u+htsu+hko+wi+n,ᐊᐦᒐᐦᑯᐃᐧᐣ,"spirituality"
u+htsu+hko+wi+w,ᐊᐦᒐᐦᑯᐃᐧᐤ,"it is a spirit"
u+htsu+ni+tsi+htsu+n,ᐋᐦᒐᓂᒋᐦᒑᐣ,"ring finger"
u+htsu+ni+tsi+htsew,ᐋᐦᒐᓂᒋᐦᒉᐤ,"s/he has several rings"
u+htsu+ni+tsi+htsis,ᐋᐦᒐᓂᒋᐦᒌᐢ,"ring finger"
u+htsu+ni+tsi+htsi+y,ᐋᐦᒐᓂᒋᐦᒋᕀ,"ringed hand"
u+htsu+ni+s,ᐋᐦᒐᓂᐢ,"ring; wedding-ring"
u+htsu+pu+htsi+y,ᐊᐦᒑᐸᐦᒋᕀ,"bowstring"
u+htsu+pu+hti+k,ᐊᐦᒑᐹᐦᑎᐠ,"bow stick
u+htsu+pihku+kew,ᐊᐦᒑᐲᐦᑳᑫᐤ,"s/he makes a bow from something"
u+htsu+pihku+wew,ᐊᐦᒑᐲᐦᑲᐁᐧᐤ,"s/he makes a bow for s.o."
u+htsu+pihkew,ᐊᐦᒑᐲᐦᑫᐤ,"s/he makes a bow"
u+htsu+pi+y,ᐊᐦᒑᐱᕀ,"bow"
u+htsi+,ᐋᐦᒋ,"still
u+htsi+ pi+ko+,ᐋᐦᒋ ᐱᑯ,"still
u+htsi+hew,ᐋᐦᒋᐦᐁᐤ,"s/he moves s.o.; s/he causes s.o. to move"
u+htsihew,ᐋᐦᒌᐦᐁᐤ,"s/he causes s.o. to move
u+htsi+hi+so+w,ᐋᐦᒋᐦᐃᓱᐤ,"s/he moves him/herself"
u+htsi+htu+w,ᐋᐦᒋᐦᑖᐤ,"s/he moves s.t.
u+htsi+ku+pu+wi+w,ᐋᐦᒋᑳᐸᐃᐧᐤ,"s/he stands further over
u+htsi+ko+,ᐋᐦᒋᑯ,"nevertheless"
u+htsi+nu+ko+hew,ᐋᐦᒋᓈᑯᐦᐁᐤ,"s/he changes s.o.'s appearance"
u+htsi+nu+ko+hi+so+w,ᐋᐦᒋᓈᑯᐦᐃᓱᐤ,"s/he changes his/her own appearance"
u+htsi+nu+ko+htu+w,ᐋᐦᒋᓈᑯᐦᑖᐤ,"s/he changes s.t.'s appearance"
u+htsi+nu+ko+si+w,ᐋᐦᒋᓈᑯᓯᐤ,"s/he appears different"
u+htsi+pu+yi+w,ᐋᐦᒋᐸᔨᐤ,"it moves"
u+htsi+pi+tsihtsi+kew,ᐋᐦᒋᐱᒌᐦᒋᑫᐤ,"s/he relocates things"
u+htsi+pi+tsihew,ᐋᐦᒋᐱᒌᐦᐁᐤ,"s/he makes s.o. moves camp
u+htsi+pi+tsihi+wew,ᐋᐦᒋᐱᒌᐦᐃᐁᐧᐤ,"s/he relocates the people
u+htsi+pi+tsihtu+w,ᐋᐦᒋᐱᒌᐦᑖᐤ,"s/he moves camp
u+htsi+pi+tsi+w,ᐋᐦᒋᐱᒋᐤ,"s/he moves camp
u+htsi+pi+tu+m,ᐋᐦᒋᐱᑕᒼ,"s/he moves s.t. over by pulling; s/he pulls s.t. away"
u+htsi+pi+tew,ᐋᐦᒋᐱᑌᐤ,"s/he moves s.o. over by pulling"
u+htsi+sihew,ᐋᐦᒋᓰᐦᐁᐤ,"s/he alters s.o. (e.g. pants)"
u+htsi+siho+w,ᐋᐦᒋᓰᐦᐅᐤ,"s/he changes his/her own clothes"
u+htsi+sihtu+w,ᐋᐦᒋᓰᐦᑖᐤ,"s/he alters s.t."
u+htsi+si+yi+hku+so+w,ᐋᐦᒋᓯᔨᐦᑳᓱᐤ,"s/he is renamed
u+htsi+si+yi+hku+tew,ᐋᐦᒋᓯᔨᐦᑳᑌᐤ,"s/he renames s.o."
u+htsiw,ᐋᐦᒌᐤ,"s/he moves to a different location"
u+hew,ᐊᐦᐁᐤ,"s/he puts s.o. (s.w.)
u+hey,ᐋᐦᐁᕀ,"well hey"
u+hku+mu+si+ni+y,ᐊᐦᑳᒪᓯᓂᕀ,"round stone for breaking bones"
u+hku+meyi+htu+m,ᐋᐦᑲᒣᔨᐦᑕᒼ,"s/he continues to think of future deeds or tasks
u+hku+meyi+htu+mo+wi+n,ᐋᐦᑲᒣᔨᐦᑕᒧᐃᐧᐣ,"perseverence; diligence; consistency
u+hku+meyi+mew,ᐋᐦᑲᒣᔨᒣᐤ,"s/he hopes s.o. perseveres"
u+hku+meyi+mo+to+tu+m,ᐋᐦᑲᒣᔨᒧᑐᑕᒼ,"s/he perseveres in s.t.
u+hku+meyi+mo+w,ᐋᐦᑲᒣᔨᒧᐤ,"s/he perseveres
u+hku+meyi+mo+wi+n,ᐋᐦᑲᒣᔨᒧᐃᐧᐣ,"earnest effort"
u+hku+mi+htu+w,ᐋᐦᑲᒥᐦᑖᐤ,"s/he keeps at s.t"
u+hku+mi+mew,ᐋᐦᑲᒥᒣᐤ,"s/he perseveres in speaking to s.o.
u+hki+,ᐋᐦᑭ,"pretend
u+hki+,ᐋᐦᑭ,"lightly"
u+hki+ i+tu+p,ᐋᐦᑭ ᐃᑖᑊ,"as if
u+hki+k,ᐋᐦᑭᐠ,"seal (animal)"
u+hki+ko+s,ᐋᐦᑭᑯᐢ,"baby seal"
u+hki+ko+sku+w,ᐋᐦᑭᑯᐢᑳᐤ,"there are many seals
u+hki+ko+swu+yu+n,ᐋᐦᑭᑯᓴᐧᔮᐣ,"seal skin"
u+hki+ko+wi+yu+s,ᐋᐦᑭᑯᐃᐧᔮᐢ,"seal meat"
u+hki+ko+wi+yi+n,ᐋᐦᑭᑯᐃᐧᔨᐣ,"seal fat"
u+hki+siho+w,ᐋᐦᑭᓰᐦᐅᐤ,"s/he dresses lightly"
u+hki+skos,ᐋᐦᑭᐢᑰᐢ,"partridge"
u+hki+sko+w,ᐋᐦᑭᐢᑯᐤ,"chicken
u+hko+hew,ᐋᐦᑯᐦᐁᐤ,"s/he gives s.o. a sharp pain
u+hko+hi+so+w,ᐋᐦᑯᐦᐃᓱᐤ,"s/he hurts him/herself"
u+hko+htewi+si+w,ᐋᐦᑯᐦᑌᐃᐧᓯᐤ,"it is caustic (as lye)
u+hko+sihew,ᐋᐦᑯᓰᐦᐁᐤ,"s/he makes s.o. sick"
u+hko+sihi+to+wu+k,ᐋᐦᑯᓰᐦᐃᑐᐊᐧᐠ,"they make one another sick"
u+hko+si+pew,ᐋᐦᑯᓯᐯᐤ,"s/he is hungover
u+hko+si+pewi+n,ᐋᐦᑯᓯᐯᐃᐧᐣ,"hangover
u+hko+sisku+wew,ᐋᐦᑯᓰᐢᑲᐁᐧᐤ,"s/he makes s.o. sick"
u+hko+si+ski+w,ᐋᐦᑯᓯᐢᑭᐤ,"s/he is sickly
u+hko+si+w,ᐋᐦᑯᓯᐤ,"s/he is sick
u+hko+siwu+si+nu+hi+ku+n,ᐋᐦᑯᓰᐊᐧᓯᓇᐦᐃᑲᐣ,"hospitalization card"
u+hko+siwi+ku+mi+k,ᐋᐦᑯᓰᐃᐧᑲᒥᐠ,"hospital"
u+hko+siwi+ku+mi+ko+s,ᐋᐦᑯᓰᐃᐧᑲᒥᑯᐢ,"clinic; small hospital"
u+hko+si+wi+n,ᐋᐦᑯᓯᐃᐧᐣ,"illness
u+hko+si+wi+ni+s,ᐋᐦᑯᓯᐃᐧᓂᐢ,"minor illness"
u+hko+spu+ko+si+w,ᐋᐦᑯᐢᐸᑯᓯᐤ,"s/he has a strong
u+hko+spu+kwu+n,ᐋᐦᑯᐢᐸᑲᐧᐣ,"it has a strong
u+hko+yu+wesi+w,ᐋᐦᑯᔭᐁᐧᓯᐤ,"s/he is so angry s/he cannot speak"
u+hkwu+tsi+htsi+ku+n,ᐋᐦᑲᐧᒋᐦᒋᑲᐣ,"deep freeze
u+hkwu+tsi+htsi+ku+ni+s,ᐋᐦᑲᐧᒋᐦᒋᑲᓂᐢ,"freezer; small freezer
u+hkwu+tsi+htu+w,ᐋᐦᑲᐧᒋᐦᑖᐤ,"s/he freezes s.t."
u+hkwu+tsi+ku+n,ᐋᐦᑲᐧᒋᑲᐣ,"freezer"
u+hkwu+tsi+w,ᐋᐦᑲᐧᒋᐤ,"s/he freezes
u+hkwu+ku+mi+n,ᐋᐦᑳᐧᑲᒥᐣ,"it is a strong
u+hkwu+ku+mi+w,ᐋᐦᑳᐧᑲᒥᐤ,"it is bitter (i.e. liquid)"
u+hkwu+ki+htew,ᐋᐦᑲᐧᑭᐦᑌᐤ,"it is expensive
u+hkwu+ki+so+w,ᐋᐦᑲᐧᑭᓱᐤ,"it is expensive or costly"
u+hkwu+n,ᐋᐦᑲᐧᐣ,"it is painful; it is tart"
u+hkwu+pu+htew,ᐋᐦᑳᐧᐸᐦᑌᐤ,"there are strong
u+hkwu+stew,ᐋᐦᑳᐧᐢᑌᐤ,"it is fierce sunlight"
u+hkwu+tu+wu+kew,ᐋᐦᑲᐧᑖᐋᐧᑫᐤ,"s/he sells s.o. at a dear price; s/he sells s.o. at a high price"
u+hkwu+tu+wew,ᐋᐦᑲᐧᑖᐁᐧᐤ,"s/he buys s.o. at a dear price; s/he buys s.o. at a high price"
u+hkwu+ti+htsi+ku+n,ᐋᐦᑲᐧᑎᐦᒋᑲᐣ,"refrigerator
u+hkwu+ti+htsi+ku+tew,ᐋᐦᑲᐧᑎᐦᒋᑳᑌᐤ,"it is (purposefully) frozen"
u+hkwu+ti+htu+w,ᐋᐦᑲᐧᑎᐦᑖᐤ,"s/he freezes s.t.; s/he lets s.t. freeze"
u+hkwu+ti+mew,ᐋᐦᑲᐧᑎᒣᐤ,"s/he freezes s.o.
u+hkwu+ti+n,ᐋᐦᑲᐧᑎᐣ,"it is freezing
u+hkwu+ti+nu+m,ᐋᐦᑲᐧᑎᓇᒼ,"s/he freezes s.t."
u+hkwu+ti+si+mew,ᐋᐦᑲᐧᑎᓯᒣᐤ,"s/he freezes s.o."
u+hkwu+ti+si+w,ᐋᐦᑳᐧᑎᓯᐤ,"s/he is stern
u+hkwu+ti+si+wi+n,ᐋᐦᑳᐧᑎᓯᐃᐧᐣ,"wickedness
u+hkwu+to+nu+mo+w,ᐋᐦᑳᐧᑐᓇᒧᐤ,"s/he speaks boldly"
u+hkwehtu+wu+pi+wu+k,ᐋᐦᑫᐧᐦᑕᐊᐧᐱᐊᐧᐠ,"they sit in layers on top of one another"
u+hkwehtu+wu+stu+w,ᐋᐦᑫᐧᐦᑕᐊᐧᐢᑖᐤ,"s/he piles s.t. in layers on top of one another"
u+hkwehtu+wu+stewu+,ᐋᐦᑫᐧᐦᑕᐊᐧᐢᑌᐊᐧ,"they are piled in layers on top of one another; they are piled up
u+hkwehtu+wesu+kew,ᐋᐦᑫᐧᐦᑕᐁᐧᓵᑫᐤ,"s/he wears one coat over another
u+hkwehtu+wesku+m,ᐋᐦᑫᐧᐦᑕᐁᐧᐢᑲᒼ,"s/he wears several layers of s.t."
u+hkwehtu+wesku+wew,ᐋᐦᑫᐧᐦᑕᐁᐧᐢᑲᐁᐧᐤ,"s/he wears several layers of s.o. (i.e. animate clothing)
u+hkwehtu+weski+kew,ᐋᐦᑫᐧᐦᑕᐁᐧᐢᑭᑫᐤ,"s/he wears several layers of clothing"
u+hpi+hts,ᐊᐦᐱᐦᐨ,"very much"
u+hpi+hts,ᐊᐦᐱᐦᐨ,"tobacco"
u+hpihtsi+hew,ᐊᐦᐲᐦᒋᐦᐁᐤ,"s/he bruises s.o.
u+hpihtsi+mew,ᐊᐦᐲᐦᒋᒣᐤ,"s/he verbally abuses s.o.
u+hpihtsi+mo+w,ᐊᐦᐲᐦᒋᒧᐤ,"s/he is verbally abused
u+hpi+htsi+s,ᐊᐦᐱᐦᒋᐢ,"pouch
u+hpihtsi+si+w,ᐊᐦᐲᐦᒋᓯᐤ,"s/he has bruises; s/he is blue with bruises"
u+hpi+ht,ᐊᐦᐱᐦᐟ,"pouch
u+hpihtu+ho+so+w,ᐊᐦᐲᐦᑕᐦᐅᓱᐤ,"s/he bruises him/herself"
u+hpihtu+hwew,ᐊᐦᐲᐦᑕᐦᐁᐧᐤ,"s/he bruises s.o. (by beating)"
u+hpihtu+n,ᐊᐦᐲᐦᑕᐣ,"it is bruised; it is blue with bruises"
u+hpihtu+pi+w,ᐊᐦᐲᐦᑖᐱᐤ,"s/he has a black eye; s/he has a bruise around the eye(s)"
u+hpihti+hku+so+w,ᐊᐦᐲᐦᑎᐦᑲᓱᐤ,"s/he is burnt
u+hpihti+nu+ko+si+w,ᐊᐦᐲᐦᑎᓈᑯᓯᐤ,"s/he looks bruised
u+hpihti+nu+kwu+n,ᐊᐦᐲᐦᑎᓈᑲᐧᐣ,"it looks bruised
u+hpihti+pu+yi+w,ᐊᐦᐲᐦᑎᐸᔨᐤ,"s/he becomes bruised; s/he turns purple
u+hpihti+pu+yi+wi+n,ᐊᐦᐲᐦᑎᐸᔨᐃᐧᐣ,"bruise"
u+hpihti+si+w,ᐊᐦᐲᐦᑎᓯᐤ,"s/he has a bruise
u+hpi+n,ᐊᐦᐱᐣ,"hide; parchment"
u+hpi+n,ᐋᐦᐱᐣ,"rawhide"
u+hpi+neki+n,ᐊᐦᐱᓀᑭᐣ,"parchment"
u+hpi+ni+hkew,ᐋᐦᐱᓂᐦᑫᐤ,"s/he tans rawhide"
u+hpo,ᐊᐦᐴ,"even
u+hpo tsi,ᐊᐦᐴ ᒌ,"or else
u+hpo eti+kwe,ᐊᐦᐴ ᐁᑎᑫᐧ,"maybe
u+hpo ki+yu+,ᐊᐦᐴ ᑭᔭ,"it is up to you; as you like"
u+hpo ni+yu+,ᐊᐦᐴ ᓂᔭ,"even me"
u+hpo pi+ko+,ᐊᐦᐴ ᐱᑯ,"even if; and yet"
u+hponu+ni+,ᐊᐦᐴᓈᓂ,"if only it were so
u+htu+hew,ᐋᐦᑕᐦᐁᐤ,"s/he puts s.o. elsewhere
u+htu+ho+w,ᐋᐦᑕᐦᐅᐤ,"s/he flies to another place"
u+htu+hpi+tsi+kew,ᐋᐦᑕᐦᐱᒋᑫᐤ,"s/he reties things; s/he changes bandages"
u+htu+hpi+si+wew,ᐋᐦᑕᐦᐱᓯᐁᐧᐤ,"s/he reties people
u+htu+hpi+tu+m,ᐋᐦᑕᐦᐱᑕᒼ,"s/he moves and ties s.t.
u+htu+hpi+tew,ᐋᐦᑕᐦᐱᑌᐤ,"s/he moves and ties s.o.
u+htu+pi+w,ᐋᐦᑕᐱᐤ,"s/he moves as s/he sits
u+htu+pi+wi+n,ᐋᐦᑕᐱ,"moving to sit elsewhere; changing one's sitting position"
u+htu+stsi+ku+n,ᐋᐦᑕᐢᒋᑲᐣ,"surveyor's pole; object used to move things from one place to another; movable object"
u+htu+stsi+kew,ᐋᐦᑕᐢᒋᑫᐤ,"s/he puts things aside"
u+htu+stsi+kewi+n,ᐋᐦᑕᐢᒋᑫᐃᐧᐣ,"removal; removal to another location"
u+htu+si+wew,ᐋᐦᑕᓯᐁᐧᐤ,"s/he abrogates
u+htu+si+wewi+n,ᐋᐦᑕᓯᐁᐧᐃᐧᐣ,"abrogation
u+htu+skew,ᐋᐦᑕᐢᑫᐤ,"s/he moves from one reserve to another
u+htu+ski+tsi+ku+n,ᐋᐦᑕᐢᑭᒋᑲᐣ,"transplant
u+htu+ski+tsi+kew,ᐋᐦᑕᐢᑭᒋᑫᐤ,"s/he transplants vegetables"
u+htu+ski+hew,ᐋᐦᑕᐢᑭᐦᐁᐤ,"s/he transplants s.o. (i.e. a plant)"
u+htu+stu+w,ᐋᐦᑕᐢᑖᐤ,"s/he moves s.t.'s place; s/he puts s.t. elsewhere
u+htu+stew,ᐋᐦᑕᐢᑌᐤ,"it is relocated
u+htu+y,ᐊᐦᑕᕀ,"pelt; fur
u+hti+nu+m,ᐋᐦᑎᓇᒼ,"s/he moves s.t. over
u+hti+sihtsi+kewi+n,ᐋᐦᑎᓰᐦᒋᑫᐃᐧᐣ,"innovation
u+hti+si+n,ᐋᐦᑎᓯᐣ,"s/he moves as s/he lies; s/he lies in a new place"
u+hto+htu+tu+w,ᐋᐦᑐᐦᑕᑖᐤ,"s/he moves s.t. to another place"
u+hto+htew,ᐋᐦᑐᐦᑌᐤ,"s/he walks to another place or area
u+hto+kew,ᐋᐦᑐᑫᐤ,"s/he moves camp
u+ku+hkwu+y,ᐊᑲᐦᑲᐧᕀ,"bloodsucker; leech; snail"
u+ku+hkwu+yi+mi+n,ᐊᑲᐦᑲᐧᔨᒥᐣ,"spiral shell"
u+ku+m,ᐊᑳᒼ,"across
u+ku+mu+hu+m,ᐊᑳᒪᐦᐊᒼ,"s/he crosses s.t. (e.g. water) by paddling or rowing"
u+ku+mu+skihk,ᐊᑳᒪᐢᑮᕁ,"overseas
u+ku+mu+ski+y,ᐊᑳᒪᐢᑭᕀ,"the land across the water
u+ku+mu+yi+hk,ᐊᑳᒫᔨᕁ,"at the other side of a place
u+ku+mi+hk,ᐊᑳᒥᕁ,"across
u+ku+mi+sko+tehk,ᐊᑳᒥᐢᑯᑌᕁ,"at the far side of the fire"
u+ku+mi+sko+tew,ᐊᑳᒥᐢᑯᑌᐤ,"the far side of the fire"
u+ku+motenu+hk,ᐊᑳᒨᑌᓈᕁ,"across town
u+ku+motenu+w,ᐊᑳᒨᑌᓇᐤ,"across the camp-circle; across the settlement
u+ku+sk,ᐊᑲᐢᐠ,"knobbed arrow
u+ku+sko+tsepi+hk,ᐊᑲᐢᑯᒉᐱᕁ,"arrowroot (used for medicine)"
u+ku+wu+,ᐊᑳᐋᐧ,"hardly
u+ku+wu+ts,ᐊᑳᐋᐧᐨ,"hardly
u+ku+wu+tsi+kew,ᐊᑳᐋᐧᒋᑫᐤ,"s/he desires things
u+ku+wu+tsi+kewi+n,ᐊᑳᐋᐧᒋᑫᐃᐧᐣ,"act of coveting
u+ku+wu+si+w,ᐋᑲᐋᐧᓯᐤ,"s/he is in the shade"
u+ku+wu+si+wew,ᐊᑳᐋᐧᓯᐁᐧᐤ,"s/he desires others
u+ku+wu+si+wewi+n,ᐊᑳᐋᐧᓯᐁᐧᐃᐧᐣ,"infatuation
u+ku+wu+skwew,ᐋᑲᐊᐧᐢᑫᐧᐤ,"s/he goes behind a cloud (e.g. the sun or moon)"
u+ku+wu+skweyu+hk,ᐋᑲᐋᐧᐢᑫᐧᔮᕁ,"in the shade of a dense forest or wood"
